entity_id,canonical_name,gender,basis,n_female_titles,n_male_titles,n_untitled_rows
Pe4930e26b8,Houcin DEBBECH,M,1 male honorific,0,1,0
P06f2a4d7ae,Houssein MOUELHI,M,5 male honorifics,0,5,3
P326e48accb,Houssem BEN OTHMEN,M,1 male honorific,0,1,0
P719f430d3e,Houssem BEN OTHMEN (2007),M,1 male honorific,0,1,0
Pcd577cf4c2,Hédi BEN CHEIKH,M,2 male honorifics,0,2,0
Pfdd0449b62,Hédi DJILANI*,M,22 male honorifics,0,22,0
Pfc0f701588,Hédi ESSAFI,M,2 male honorifics,0,2,2
P41627c8ea4,Hédi FRIOUI,M,1 male honorific,0,1,0
Pd93798315e,Hédi Karim SELLAMI,M,1 male honorific,0,1,0
P211873f22d,Hédi ZERZERI,M,5 male honorifics,0,5,0
P9813c3990f,Hédi ben Chérif,M,2 male honorifics,0,2,1
P261bbc96b0,Ibrahim ANANE,M,1 male honorific,0,1,0
P920a1ac5ea,Ilyes CHERIF,M,2 male honorifics,0,2,0
P27f9c188a5,Ilyes MAATKI,M,1 male honorific,0,1,0
P61335c0245,Ilyes MAATKI Membre Groupe Khaled 2022-2024 Tunis • FInancier du groupe Khaled,M,1 male honorific,0,1,0
P42c3139fd9,Imed DEROUICHE,M,3 male honorifics,0,3,0
Pa6b458b5be,Imed TURKI,M,2 male honorifics,0,2,1
P45577c6a1d,Imededdine CHERIF,M,1 male honorific,0,1,0
P6ba36b2e5d,JABR ZAAL KHALIFA ALFALASSI,M,1 male honorific,0,1,0
P1f0932b111,Ja q u e s F U N E S,M,1 male honorific,0,1,0
Pc4c4edac94,Jaafar Khatteche,M,2 male honorifics,0,2,0
Pc5316b1d6d,Jaafar MABROUK: Médecin,M,1 male honorific,0,1,0
P0e793f0177,Jabeur CHEBBI,M,2 male honorifics,0,2,2
P1c2bcdbecf,Jacques DESPONTS,M,4 male honorifics,0,4,0
Pdebc74d164,Jacques DESPONTS (jusqu'à janvier 2016),M,1 male honorific,0,1,0
P0825e97bd6,Jalel Chouihi,M,8 male honorifics,0,8,1
Pbcf9314150,Jamal AHIZOUNE**,M,1 male honorific,0,1,0
P71e4ddb42b,Jamel BEL,M,1 male honorific,0,1,0
Pea2f1bdfee,Jamel CHAIEB,M,6 male honorifics,0,6,0
P0be4476eb9,Jamel CHAMMEM,M,2 male honorifics,0,2,0
Pda14c0da0b,Jameleddine CHICHTI,M,4 male honorifics,0,4,0
P491def1509,Jaouhar BEN ZID,M,1 male honorific,0,1,0
P4361dd1729,Jean Claude BUONO,M,1 male honorific,0,1,0
Pc91bd58278,Jean Claude PALU,M,3 male honorifics,0,3,0
P430421f15f,Jean Louis MATTEI,M,1 male honorific,0,1,1
P3fafa0cf7f,Jean Marc BRAULT de BOURNONVILLE,M,4 male honorifics,0,4,0
P78764fc271,Jean-Jacques VAN DER SLIKKE (*),M,10 male honorifics,0,10,0
P1704ac501e,Jilani BEN LAGHA,M,2 male honorifics,0,2,0
P015af2c73d,Jonathan Robinson,M,2 male honorifics,0,2,0
Pec750fa04d,KAIS JEMIA,M,2 male honorifics,0,2,0
P9563ea3c96,KAIS MARAKCHI,M,2 male honorifics,0,2,0
Pb509fc8d88,KAMEL NAOUI,M,2 male honorifics,0,2,2
P4f6ab5215d,KHADHROUI Haykel,M,2 male honorifics,0,2,0
P7c76857287,KHALED BEN MILED,M,1 male honorific,0,1,1
P504f54113f,KHALED FENDRI,M,1 male honorific,0,1,0
P87e4743d54,Kais JOMAA,M,2 male honorifics,0,2,0
P2f830fc36c,Kais SELLAMI,M,2 male honorifics,0,2,0
P0138b9fc58,Kamel GUESMI Membre Lui même 2006-2008 Tunis,M,1 male honorific,0,1,0
P547c9afeee,Kamel GUESMI Membre mandaté par la BNA Lui même 2009-2011 Tunis,M,3 male honorifics,0,3,0
P761e1496bb,Kamel HABBACHI,M,4 male honorifics,0,4,0
P5cffb68dc5,Kamel HABBACHI Administrateur Lui-même 2022-2024 Tunis • Directeur Général Adjoint,M,1 male honorific,0,1,0
P9697ee3779,Kamel HABBACHI Administrateur Lui-même 2022-2024 Tunis • Directeur Général Adjoint Attijari bank,M,1 male honorific,0,1,0
Pe0266161ee,Kamel NEJI,M,6 male honorifics,0,6,2
P82dfa5d4c7,Kamel SFAXI,M,1 male honorific,0,1,0
P9e5936ce90,Karim AMMAR,M,1 male honorific,0,1,0
P99f94c62db,Karim BEN YEDDER,M,15 male honorifics,0,15,13
Pd30b697448,Karim Gahbiche (b),M,3 male honorifics,0,3,0
P35ba25fd67,Karim HAJ ROMDHANE,M,1 male honorific,0,1,0
Pfb9d035c9a,Karim Kharrat,M,1 male honorific,0,1,0
P66c695dbca,Karim SIALA,M,2 male honorifics,0,2,0
P08eb03fc42,Karim ZAHIDI Membre Lui-même 2022-2024 Tunis • Audit Général Attijari bank,M,1 male honorific,0,1,0
P34338ca125,Kays ELLOUMI,M,3 male honorifics,0,3,0
P15465f13b0,Khaled ABDELKEFI,M,1 male honorific,0,1,2
Pea7c9a73ab,Khaled Administrateur Groupe 2022-2024 Tunis • Président Directeur Général de la,M,1 male honorific,0,1,0
P8b9c878543,Khaled Administrateur Groupe Khaled 2022-2024 Tunis • Président Directeur Général de,M,1 male honorific,0,1,0
P5be8b15007,Khaled BECHEIKH,M,1 male honorific,0,1,0
P72a4255d2e,Khaled BEN HASSINE,M,14 male honorifics,0,14,0
P010d5aa122,Khaled BEN JEMAA,M,10 male honorifics,0,10,0
P50e9d219e0,Khaled BOURICHA,M,3 male honorifics,0,3,1
P64d37da73d,Khaled BoUcHaMaoUi,M,1 male honorific,0,1,0
P0a25375583,Khaled CHELLY,M,2 male honorifics,0,2,0
Pf747fdea8c,Khaled EL FEKIH,M,7 male honorifics,0,7,0
Pb26fb5dd72,Khaled Fradi,M,1 male honorific,0,1,0
P22c7ca0d0e,Khaled SELLAMI,M,3 male honorifics,0,3,1
P3a7d11d239,Khaled TAKTAK,M,2 male honorifics,0,2,0
Pb9a2180b96,Khaled ZOUARI,M,2 male honorifics,0,2,0
P5f3424dc0c,Khalil BELHAOUANE,M,1 male honorific,0,1,0
P371d42b96e,Khalil LAJIMI,M,4 male honorifics,0,4,0
P3156d03ac7,Kilani ZIADI,M,1 male honorific,0,1,0
Pd85355ed9b,LOTFI CHARFEDDINE,M,5 male honorifics,0,5,3
Pbb04e844c1,LOTFI DABBABI,M,1 male honorific,0,1,1
P18b0d9431e,Lamjed BOUKHRIS**,M,1 male honorific,0,1,0
Paa2153ffda,Laroussi BAYOUDH,M,1 male honorific,0,1,0
P583790923b,Lassaad BEN ROMDHANE,M,1 male honorific,0,1,3
Pde250d52ac,Lassaad Ben Dhiab,M,2 male honorifics,0,2,0
Pfa90dec661,Lassaad JOUINI ZENATI**,M,1 male honorific,0,1,0
P6d515528ad,Lassaad ZARROUK,M,1 male honorific,0,1,0
P6706c57923,Lassaad ’ZAH,M,3 male honorifics,0,3,0
Pfb9599fab8,Lassaad ’ZAH Administrateur Indépendant 2022-2024 Tunis • Directeur Général financier chez,M,2 male honorifics,0,2,0
P3edd3d7109,Laurent Georges LECLERC,M,2 male honorifics,0,2,1
Pfd2dbb1360,Lazhar CHEMLI : Médecin,M,1 male honorific,0,1,0
Pc88d1cee27,Lotfi ABDENNADHER,M,3 male honorifics,0,3,1
Pb24ad9be03,Lotfi BELHADJ,M,2 male honorifics,0,2,0
Pc198004435,Lotfi BELHADJ KACEM,M,3 male honorifics,0,3,0
Pdd1eb03906,Lotfi HBAIEB,M,1 male honorific,0,1,0
Pd32acfd305,Lotfi Maktouf,M,2 male honorifics,0,2,0
P443ca87f4e,MALEK CHAHED Lui-même 31 décembre 2023 Membre du conseil,M,1 male honorific,0,1,0
Pca2271044d,MEhdi KALLEL,M,2 male honorifics,0,2,0
Pf0506f54ca,MICHELE BERAUDO,M,7 male honorifics,0,7,0
P36c09d7973,MOHAMED GARBOUJ,M,4 male honorifics,0,4,0
P55e7998093,MOHAMED REKIK,M,11 male honorifics,0,11,0
Pe873d4062e,MOKHTAR MNAKRI,M,1 male honorific,0,1,0
Pb9a4336c8d,MONDHER ACHOUR,M,2 male honorifics,0,2,0
P38d80c0f9c,MONGI TRIMECHE,M,2 male honorifics,0,2,0
P8598c8b6fa,MOURAD GHAZI,M,7 male honorifics,0,7,2
Pe36e243778,Maamri Akremi,M,1 male honorific,0,1,0
P2635ca2c4e,Mahdi SELLAMI,M,2 male honorifics,0,2,0
P2d1c0487ff,Maher KALLEL,M,1 male honorific,0,1,0
Pf63dac9c53,Mahfoudh BAROUNI,M,3 male honorifics,0,3,0
P22d9792244,Mahmoud BOUDEN,M,4 male honorifics,0,4,0
P8e6d3fdc20,Mahmoud Ben Farah,M,3 male honorifics,0,3,0
Pe05d533357,Mahmoud Ben Mahmoud TRIKI,M,5 male honorifics,0,5,0
Pbd558c060a,Majdi FOURATI: Médecin,M,1 male honorific,0,1,0
P1c9ef06580,Maledh MARRAKCHI,M,1 male honorific,0,1,0
Pa6fde754da,Malek SELLAMI,M,2 male honorifics,0,2,0
Pf7acf42661,Mansour NASRI,M,3 male honorifics,0,3,0
P0521ffd2f5,Marco REGNIER,M,1 male honorific,0,1,0
P62b12774a6,Marouene BELKHOUJA,M,1 male honorific,0,1,0
P7c1b4b548c,Med Ali BAKIR,M,4 male honorifics,0,4,0
Pe34a676d43,Mehdi BEN RAYANA,M,7 male honorifics,0,7,2
P576a2b9d66,Mehdi ELLEUCH,M,2 male honorifics,0,2,0
P2ae767fb57,Mehdi TAMARZISTE,M,2 male honorifics,0,2,2
P92e621e8cc,Mehrez RIAHI,M,9 male honorifics,0,9,5
Pee2e650b71,Michel Antoine Akkad **,M,1 male honorific,0,1,0
P3352c33961,Michel LUCAS,M,7 male honorifics,0,7,0
P6900a881ad,Michel PALU,M,1 male honorific,0,1,0
P5991529cd5,Mithel MAMI,M,1 male honorific,0,1,0
P769dcc93e8,Moez BEN ZID,M,1 male honorific,0,1,0
Pe2979a9524,Moez DIMASSI,M,1 male honorific,0,1,0
Pd191273875,Moez EL GHALI,M,3 male honorifics,0,3,0
P8f89f77299,Moez EL GHALI Administrateur Indépendant 2022-2024 Tunis • Président Directeur Général,M,2 male honorifics,0,2,0
P8a9d1363f1,Moez JOUDI,M,6 male honorifics,0,6,1
Pa8767a7ecb,Moez LABIDI (Administrateur indépendant),M,1 male honorific,0,1,0
P77d6e0099b,Moez TERZI,M,9 male honorifics,0,9,0
Pe96b230350,Mohamed ACHOUR,M,3 male honorifics,0,3,0
Pca37418823,Mohamed Adel GRAR (*),M,8 male honorifics,0,8,0
Ped71b7fbb7,Mohamed Adet GRAR (.),M,2 male honorifics,0,2,0
Pece2f77017,Mohamed Al Mutairi,M,1 male honorific,0,1,0
P8db3171592,Mohamed Ali,M,2 male honorifics,0,2,0
Pd65f400e3e,Mohamed Ali AYED**,M,1 male honorific,0,1,0
Pfd7880872e,Mohamed Ali BAKIR,M,2 male honorifics,0,2,1
P4e46f8ab20,Mohamed Ali GHARSALLAH,M,2 male honorifics,0,2,2
P1952e8b920,Mohamed Ali MABROUK,M,5 male honorifics,0,5,1
P53bfb97d1c,Mohamed Ali MEDDEB,M,2 male honorifics,0,2,0
P718f064760,Mohamed Ali SAHLI,M,1 male honorific,0,1,0
P33a75c3b58,Mohamed All Mlouka,M,1 male honorific,0,1,0
Pc1e40b6ca0,Mohamed Amine BEN MALEK,M,1 male honorific,0,1,0
Pa4b8b0ab52,Mohamed Aymen Gahbiche (d),M,1 male honorific,0,1,0
P8d32bb45ef,Mohamed BEN HAMIDA*,M,1 male honorific,0,1,0
Pcb071538b7,Mohamed BEN NEJI,M,1 male honorific,0,1,0
P053a85633f,Mohamed BEN OTHMAN,M,2 male honorifics,0,2,0
Pb07a698528,Mohamed BERRAIES*’,M,5 male honorifics,0,5,0
P86121c9131,Mohamed BOURAOUI,M,2 male honorifics,0,2,2
Pe75a4ba873,Mohamed BOUSBIA,M,3 male honorifics,0,3,0
P3ecac1f343,Mohamed BOUZGUENDA,M,1 male honorific,0,1,1
Pf2d1b8cf6c,Mohamed BRIGUI,M,27 male honorifics,0,27,0
Pb0e9bee09b,Mohamed Ben Sedrinelui-même,M,1 male honorific,0,1,0
Pee0e9dcfe6,Mohamed CHOUCHENE,M,1 male honorific,0,1,0
P2d69c8e68a,Mohamed CHOUIKHA*,M,3 male honorifics,0,3,0
Peda642602b,Mohamed DJARRAYA,M,2 male honorifics,0,2,0
P7d2f5f4949,Mohamed EL JAZIRI**,M,1 male honorific,0,1,0
P139640b213,Mohamed EL MONCER,M,2 male honorifics,0,2,0
P9238738b05,Mohamed EL MONCER Administrateur,M,1 male honorific,0,1,0
P8b272bc48c,Mohamed ELMONCER,M,2 male honorifics,0,2,0
P74e0132816,Mohamed El Aziz MILED,M,1 male honorific,0,1,1
P9b9005cccf,Mohamed El Mehdi Majdoub,M,1 male honorific,0,1,0
Pd758d2fc71,Mohamed FKIH,M,1 male honorific,0,1,0
Pbcf5376f1e,Mohamed FRIKHA (*),M,11 male honorifics,0,11,0
Pa03ad8b4dd,Mohamed FRIKHA ocCupele poste de,M,1 male honorific,0,1,0
P82c272b6b8,Mohamed Fadhel KHALIL,M,2 male honorifics,0,2,0
Pfae4adedf7,Mohamed Fadhel Kraiem),M,2 male honorifics,0,2,1
Pd90ae52f1c,Mohamed Fersi,M,1 male honorific,0,1,0
P0882b257b4,Mohamed Férid Ben,M,1 male honorific,0,1,0
P946a95bc1a,Mohamed Ghafik BEN HAMZA,M,1 male honorific,0,1,0
Pd2833cabc1,Mohamed Habib BEN SAAD,M,7 male honorifics,0,7,2
Pdf51d7166b,Mohamed Habib KARAOULI,M,3 male honorifics,0,3,0
Pe72b830415,Mohamed Hedi BEN AYED,M,4 male honorifics,0,4,0
P7750342588,Mohamed Hedi DRIDI,M,2 male honorifics,0,2,1
Pdd36705021,Mohamed Hichem MSADEK Administrateur Lui-même 2019 - 2020,M,2 male honorifics,0,2,0
P36ae630215,Mohamed Hilal AL MUTAIRI,M,1 male honorific,0,1,0
Pa79f691400,Mohamed JEBALI,M,2 male honorifics,0,2,2
P106d14c669,Mohamed KAANICHE,M,2 male honorifics,0,2,0
Pe63ac22281,Mohamed Kais LARIBI,M,2 male honorifics,0,2,0
P7627beb540,Mohamed Kamel SAIBI **,M,1 male honorific,0,1,0
P93288e4bec,Mohamed Karim SIALA ( Représentant des actionnaires minoritaires),M,4 male honorifics,0,4,0
P2b8a07b99a,Mohamed Khaled ABOODI,M,2 male honorifics,0,2,0
Pcf06132859,Mohamed Khaled BELLGHA,M,1 male honorific,0,1,0
Pd2fe4bdce2,Mohamed LASSOUED,M,1 male honorific,0,1,0
P426249ade6,Mohamed LEJMI: Avocat,M,1 male honorific,0,1,0
P582cee4730,Mohamed LOUKIL,M,2 male honorifics,0,2,0
P448e4fbe58,Mohamed LOUKIL Lui-Même Membre 2008-2011* Tunis,M,1 male honorific,0,1,0
Peac287e994,Mohamed Lanouar ATALLAH,M,3 male honorifics,0,3,0
Pc51af2fa27,Mohamed Larbi,M,2 male honorifics,0,2,0
P7af4901ae4,Mohamed MARZOUGUI,M,1 male honorific,0,1,0
P5ba2c461db,Mohamed MEDDEB,M,2 male honorifics,0,2,0
Pf8f617a2ea,Mohamed MELLOUSSE,M,3 male honorifics,0,3,0
P848305493c,Mohamed MELLOUSSE Président Directeur général 2007-2009 Mednine,M,1 male honorific,0,1,0
Pba05e347b1,Mohamed MELLOUSSE Président Directeur général 2010-2012 Mednine,M,2 male honorifics,0,2,0
P90a134efdc,Mohamed MELLOUSSE STE STB INVEST LAFICO Mohamed Hédi Ben Ayed CONSORTIUM ARABE D'INVESTISSEMENT STE SOGEF Mohamed BRAIK Mohamed Habib Karaouli,M,1 male honorific,0,1,0
Pc25a5e4480,Mohamed MELLOUSSE STE STB INVEST LAFICO STE SODIS SICAR CONSORTIUM ARABE D'INVESTISSEMENT STE SOGEF Mohamed KAROUI Mohamed BRAIK,M,1 male honorific,0,1,0
P59fec482ce,Mohamed MELLOUSSE* STB INVEST* LAFICO Tunisie* Mohamed Hédi Ben Ayed* CONSORTIUM ARABE D'INVESTISSEMENT* STE SOGEF* Petits Porteurs* Mohamed Habib Karaouli* Anis FOURATI(**) Salem BESSAOUD(**),M,1 male honorific,0,1,0
Pd69d917fb6,Mohamed Mabrouk,M,3 male honorifics,0,3,0
Pab454674c3,Mohamed Maher MANNAI,M,2 male honorifics,0,2,0
Pb226c180b9,Mohamed Mehdi Majdoub,M,2 male honorifics,0,2,0
Pad9e9ecf1e,Mohamed Mounir BEN MILED,M,2 male honorifics,0,2,0
P7a3656f47e,Mohamed Naceur Hadji,M,3 male honorifics,0,3,0
Pf9b4cec768,Mohamed Noureddine YAICHE,M,4 male honorifics,0,4,0
P633555b7dc,Mohamed RIAHI,M,7 male honorifics,0,7,0
Pa7ccefe543,Mohamed RLAHI,M,1 male honorific,0,1,0
P7c0d0d2a72,Mohamed Riadh Nakouri,M,4 male honorifics,0,4,0
Pa3a5b26e59,Mohamed SAIDANE,M,6 male honorifics,0,6,2
Pfc05884259,Mohamed SELLAMI,M,2 male honorifics,0,2,0
P46d50ba0da,Mohamed Sadok DRISS Membre Lui même 2006-2008 Tunis,M,1 male honorific,0,1,0
P946ff74640,Mohamed Sadok Driss,M,17 male honorifics,0,17,0
P3982e1110e,Mohamed Sadok Hosni,M,3 male honorifics,0,3,0
P31a32aebe4,Mohamed Safouane Ben Aissa,M,2 male honorifics,0,2,0
P83482bad87,Mohamed Safouène Ben Aissa,M,2 male honorifics,0,2,0
P73a9c7bc02,Mohamed Salah CHEBBI LAHSAN,M,1 male honorific,0,1,0
P51fed68c6e,Mohamed Salah Chebbi El Ahsen,M,1 male honorific,0,1,0
P7d856ced51,Mohamed Salah FRAD,M,2 male honorifics,0,2,0
P1d1cfc2e82,Mohamed Salah Gahbiche (a),M,3 male honorifics,0,3,0
Pffb230be28,Mohamed Salah HMAIDI,M,1 male honorific,0,1,0
Pf5a3190c03,Mohamed Salah SAADI,M,4 male honorifics,0,4,0
P9215ba5142,Mohamed TRIFA,M,2 male honorifics,0,2,0
Pba5c444e3d,Mohamed Taher Rajhi,M,3 male honorifics,0,3,1
P820297c805,Mohamed Taoufik BEN KHEMIS,M,4 male honorifics,0,4,0
P6735770b75,Mohamed Zmandar,M,1 male honorific,0,1,0
Pd353c982e8,Mohamed cHaBcHoUB,M,1 male honorific,0,1,1
Pebb31d76f4,Mohamed-Hechmi DJILANI*,M,20 male honorifics,0,20,0
P0948719f6f,Mohammed Koubaa,M,1 male honorific,0,1,0
P048d312b35,Mohsen BOUZID,M,10 male honorifics,0,10,1
Pa7e310070a,Mohsen BOUZID Administrateur Lui-même 2022-2024 Tunis • Responsable du Pôle,M,2 male honorifics,0,2,0
Pfca72d2e2f,Mohsen GHANDRI,M,2 male honorifics,0,2,0
Pfe70fecf75,Mohsen SELLAMI,M,6 male honorifics,0,6,0
P649572b97d,Mohsen ZERELLI,M,5 male honorifics,0,5,0
Peb876afa57,Mokdadi Hammadi,M,4 male honorifics,0,4,0
Pb0394e0491,Mokhtar BEN CHEIKH AHMED,M,1 male honorific,0,1,0
P800aaf344e,"Mokhtar F,I,KHFAK i-l",M,1 male honorific,0,1,0
Pd4a64ffc3d,Mokhtar Mhiri,M,1 male honorific,0,1,0
Pc94c7e7b0c,Moncef CHAFFAR,M,1 male honorific,0,1,9
P99ca818dc9,Moncef CHEIKH ROUHOU,M,1 male honorific,0,1,0
P3a401bd0fe,Moncef MZABI,M,3 male honorifics,0,3,0
P2180534fc0,Moncef ZMERLI,M,2 male honorifics,0,2,0
Pebc7c494b9,Mondher BEN HAMIDA,M,1 male honorific,0,1,0
P7e560b2ac0,Mondher ROUROU,M,2 male honorifics,0,2,0
P279e8e0c82,Mondher SELLAMI,M,2 male honorifics,0,2,0
P9934639742,Moneim BOUSARSAR,M,1 male honorific,0,1,0
Pfcca2503d0,Mongi Ben Tkhayat,M,3 male honorifics,0,3,0
Pae65e0edc4,Mongi CHAIEB,M,6 male honorifics,0,6,0
P1086dc6148,Mongi HIDRI,M,4 male honorifics,0,4,0
Pa15375bdfa,Mongi JELASSI,M,1 male honorific,0,1,2
P6da3e434f4,Mongi MOKADDEM,M,1 male honorific,0,1,0
Pc0ea6016f5,Mongi TRIMECH,M,3 male honorifics,0,3,0
P02a05319b9,"Mongi TRIMECH Administrateur, Actionnaire 2022-2024 Tunis • Président du conseil d’administration",M,2 male honorifics,0,2,0
P8703feb7fc,Mongji Jelassi,M,1 male honorific,0,1,0
Pa5e4ed40c4,Montasser OUAILI,M,2 male honorifics,0,2,3
Pc335c15aab,Mouadh CHEDLY,M,1 male honorific,0,1,0
Pf0be30aba5,Mouildi ZAIENE,M,1 male honorific,0,1,0
P40938a8763,Mouldi Belhaj,M,1 male honorific,0,1,0
Pce2c38924d,Mouldi OUELHAZI,M,1 male honorific,0,1,0
P32572ff72d,Mounir EL JAIEZ,M,4 male honorifics,0,4,0
P2654c9a810,Mounir FAKHET,M,1 male honorific,0,1,0
P3f68f3f5cc,Mounir JERBI,M,2 male honorifics,0,2,0
P3e3c5ffbb3,Mounir KLIBI ***,M,8 male honorifics,0,8,3
Pc360e06264,Mourad BACCAR**,M,2 male honorifics,0,2,0
P2328fca94a,Mourad DOGHRI,M,1 male honorific,0,1,0
P3ab18a45b0,Mourad MATMATI,M,1 male honorific,0,1,0
P5cd17bce6b,Mourad TRABELSI,M,1 male honorific,0,1,0
P58398f9a41,Mourad TRABELSI Membre Lui-même 2022-2024 Tunis • Pôle Finance Attijari bank,M,1 male honorific,0,1,0
Pa1bd8a324c,Mustapha ABDELKEBIR,M,1 male honorific,0,1,0
P73b23aa161,Mustapha ABDELMOULA,M,3 male honorifics,0,3,0
Pc4268d4e79,Mustapha BEN HATIRA,M,10 male honorifics,0,10,0
P9268ae0e8a,Mustapha BEN MLOUKA,M,1 male honorific,0,1,0
P099f6b6c22,Mustapha Hichem,M,1 male honorific,0,1,0
Pc924f9e96f,Mustapha SLOUMA,M,1 male honorific,0,1,0
Pa9f3b88778,Muzaffer Aksoy,M,2 male honorifics,0,2,0
P3d1ac4e4e7,NADER GHAZOUANI,M,2 male honorifics,0,2,1
P86fbcb5804,Nabil AL ABDULJALIL*,M,3 male honorifics,0,3,0
Pe192fd46ee,Nabil Al Abdulialil,M,1 male honorific,0,1,0
Pa2f35cc063,Nabil CHAIBI,M,1 male honorific,0,1,0
Pa27fa83dc6,Nabil FRINI***,M,1 male honorific,0,1,0
P517d9dab70,Nabil Skhiri dit Nouira,M,2 male honorifics,0,2,0
P0674fa466a,Nasri MALHAME,M,2 male honorifics,0,2,0
P58b8cca19f,Naïm EL HUSSEINI,M,2 male honorifics,0,2,0
P50993060ed,Neji BEN OTHMANE,M,1 male honorific,0,1,0
P733674e2e2,Nejib BEN AMOR,M,1 male honorific,0,1,0
P55df847f58,Nejib Dimassi,M,2 male honorifics,0,2,0
P404f2f052e,Nidhal OURFELLI (****),M,6 male honorifics,0,6,0
P50e22b5a99,Nizar BOUGUILA,M,3 male honorifics,0,3,0
Pdb64de29eb,Noureddine BOUAOUAJA,M,2 male honorifics,0,2,0
P82257c37f1,Noureddine Yaiche,M,3 male honorifics,0,3,0
P0ecca56f9c,Nouri CHABBANE,M,1 male honorific,0,1,0
P299c15f888,Néji GHANDRI,M,5 male honorifics,0,5,3
P8e23e3ac6e,Néjib Marzougui,M,7 male honorifics,0,7,0
P77920f8bc9,Okba Moussa,M,1 male honorific,0,1,0
Pee4824880d,Olivier CANTAGREL,M,1 male honorific,0,1,0
Pb30874f4b7,Olivier CANTAGREL (2ème semestre),M,1 male honorific,0,1,0
P088e313d65,Olivier IMBAU[.7,M,1 male honorific,0,1,0
P796a67ed0c,PATRICE GARANDEAU,M,12 male honorifics,0,12,0
P946fb32792,Patrick POUPON,M,7 male honorifics,0,7,5
P23910ef011,Patrick POUPON par l’AGO du 27/04/2021 et ce jusqu’à,M,1 male honorific,0,1,0
P7bdb93d199,Pavel OUSTINOV par l’AGO du 27/04/2021 et ce jusqu’à,M,1 male honorific,0,1,0
Paf72fb3bff,"Philipe AGUIGNIER, coopté en date du 08/11/2017",M,1 male honorific,0,1,0
Pcd5b1e927c,Philippe AGUIGNIER,M,1 male honorific,0,1,0
P88ee1de793,Philippe AGUIGNIER par l’AGO du 27/04/2021 et ce jusqu’à,M,1 male honorific,0,1,0
P5c1636cbf6,Philippe GARSUALJLT,M,1 male honorific,0,1,0
Pa2b25b2b02,Philippe GARSUAULT*,M,6 male honorifics,0,6,0
P694a9c6b4d,Philippe TARTELIN,M,3 male honorifics,0,3,0
P2afe3948ef,Philippe VIGUE,M,1 male honorific,0,1,0
Pb617c31e60,Pierre ALOUGES,M,3 male honorifics,0,3,0
P488e563380,Pierre BEREGOVOY,M,1 male honorific,0,1,0
Pb644364ce7,Pierre BOURSOT,M,1 male honorific,0,1,0
P1e55ae5447,Pierre CASTEL,M,3 male honorifics,0,3,0
P955072da11,Pierre REICHERT,M,2 male honorifics,0,2,0
P968f062506,R o b e r t J.T W IS T,M,1 male honorific,0,1,0
P795e37be50,RIDHA CHARFEDDINE,M,5 male honorifics,0,5,3
Pacf764e41d,Rached FOURATI,M,4 male honorifics,0,4,7
P891bd82911,Rached Horchani,M,13 male honorifics,0,13,0
Pdbd8b23fee,Rachid TMAR,M,1 male honorific,0,1,1
Pbd9bfaa6b5,Radhi MEDDEB,M,6 male honorifics,0,6,0
P19fdb3537b,Rafik BOUCHAMAOUI,M,3 male honorifics,0,3,0
P5341d147f6,Rafik MOALLA Président Directeur Général Lui-même 2018 - 2020,M,2 male honorifics,0,2,0
Pabc4eb1c0c,Rafik MOALLA*,M,12 male honorifics,0,12,0
P68dae21b73,Raouf CHEKIR,M,1 male honorific,0,1,0
Pdfdcad9c78,Raouf NEGRA,M,5 male honorifics,0,5,0
P282eed5061,Raouf SFAR,M,1 male honorific,0,1,0
Pe6cae56b5c,Rejeb CHEBEL,M,1 male honorific,0,1,0
P7240a2d395,René BUSHLER,M,1 male honorific,0,1,0
Pef117c56a7,Riadh ABIDA,M,2 male honorifics,0,2,1
P9ec8ef64ee,Ridha AYED *',M,4 male honorifics,0,4,0
Pfea94cb0c2,Ridha BEN MANSOUR,M,1 male honorific,0,1,0
P166a9972a0,Ridha BEN MOSBAH,M,2 male honorifics,0,2,0
P8f965dba01,"Ridha BEN MOSBAH, démissionnaire en date du 29/08/2017",M,1 male honorific,0,1,0
Pa49f2dbbb9,Ridha ZERZERI,M,1 male honorific,0,1,3
P1c0989a086,Ridha ZERZRI,M,2 male honorifics,0,2,0
Pf73ebe4658,Ridha ZERZRI Membre Lui même 2006-2008 Tunis,M,1 male honorific,0,1,0
Pcbdb8476d0,Ridha ZERZRI Membre Lui même 2009‐2011 Tunis,M,4 male honorifics,0,4,0
Pc885246181,Rjeb CHEBEL,M,1 male honorific,0,1,0
P8c00b29c26,Romuald HAJERI,M,1 male honorific,0,1,0
P50081fff72,SAMI DJEBALI,M,1 male honorific,0,1,0
P8fdab57e83,SAMI FOURATI,M,2 male honorifics,0,2,0
P044197138a,SOU4y§fl,M,1 male honorific,0,1,0
P6e608424f3,SOUAI Ezzeddine,M,1 male honorific,0,1,0
Pe06b917fe7,SOUAYAH Abdelmoumen,M,1 male honorific,0,1,0
P679d7c9a34,STB SICAR,M,3 male honorifics,0,3,0
P7eddc1cbf0,Sadri CHIHAOUI,M,2 male honorifics,0,2,0
P3b7191c78e,Sadri SANCHO Administrateur Lui-même 2018 - 2020,M,2 male honorifics,0,2,0
Pf27e61aa3f,Sahbi BOUCHEREB,M,2 male honorifics,0,2,0
P57212defa3,Sahbi Mahjoub,M,2 male honorifics,0,2,0
