spell_id,obs_date,obs_kind,obs_event_id,evidence_quote
SP_3a3968075a294b7e0d08,2007-12-27,onset,EV_72c01c499c74a0379eb4,Gérant : Mr Néjib Bouatay avec les pouvoirs les plus étendus.
SP_589d996ca81f68247b61,2007-08-27,onset,EV_6d650fbfd7ef95cc0ea6,"2) En vertu du procès-verbal du conseil d'administration du 27 août 2007, enregistré à la recette des finances Habib Thameur, en date du 6 décembre 2007, sous le n° 07706884, quittance n° M68790, dont"
SP_74f0f15217eb969cfeb0,2007-06-11,terminus,EV_b0cc8883209161fce1c2,"1/ En vertu du procès-verbal du conseil d'administration daté du 11 juin 2007, enregistré à la REAS, 1er bureau de Tunis, en date du 12 décembre 2007, sous le n° 7812064, quittance n° 14340, Madame Am"
SP_77d88207bb58718a7b92,2007-06-11,terminus,EV_259da3076d1f1d1451be,"1/ En vertu du procès-verbal du conseil d'administration daté du 11 juin 2007, enregistré à la REAS, 1er bureau de Tunis, en date du 12 décembre 2007, sous le n° 7812064, quittance n° 14340, Madame Am"
SP_02299dcd5db6770410c2,2011-04-06,onset,EV_ddc356a0ca987d5deaf6,"2/ En vertu du Procès Verbal du Conseil d'Administration du 06 avril 2011, enregistré à la Recette des Finances Habib Thameur en date du 18 avril 2011, sous le n° 11702177, quittance n° M26347, Monsie"
SP_40dc6e404299c4ab297b,2007-04-16,renewal,EV_a1b22f00528c5b5572e3,- Renouvellement du mandat de Monsieur Hedi Djilani en sa qualité de président directeur général de la société et ce pour toute la durée de son mandat d'administrateur et jouit des pouvoirs les plus é
SP_40dc6e404299c4ab297b,2009-08-13,renewal,EV_0981db8e86c0facbbbe8,Renouvellement du mandat de Monsieur Hedi Djilani en sa qualité de Président Directeur Général de la société et ce pour toute la durée de son mandat d'administrateur et jouit des pouvoirs les plus éte
SP_468867191f0ba163edca,2007-04-16,renewal,EV_07434a934a2a7c4ad4f6,- Renouvellement du mandat de Monsieur Abdelkader Esseghaier en sa qualité de Directeur Général Adjoint de la société et ce pour toute la durée de son mandat d'administrateur et dispose des mêmes pouv
SP_468867191f0ba163edca,2008-12-22,terminus,EV_4b43b9a8ecd18876d391,- Acceptation de la démission de Monsieur Abdelkader Esseghaier de ses fonctions de Directeur Général Adjoint de la société.
SP_ed9f9fc75d9a5e6e79e4,2007-12-13,onset,EV_b04884f5239c49c490c3,Gérance: Monsieur Claudio Biolcati Rinaldi est nommé gérant de la société avec tous les pouvoirs énoncés aux statuts.
SP_b99005c49d6fde283f33,2007-12-31,onset,EV_e15b75deda588dec5d13,Gérance : Mr Tahar Chahmi est nommé gérant de la société avec tous les pouvoirs énoncés au statut les plus étendus.
SP_73c3e9ec0aabbb33e742,2007-12-24,onset,EV_cecc9d775951d51fb2e0,Gérant : Mr Mohsen Mhedhbi avec les pouvoirs les plus étendus.
SP_4d31386095ac61641d1c,2007-12-10,renewal,EV_a0948cb9da4de5c896d3,"- Le renouvellement du mandat du commissaire aux comptes Monsieur Fayçal Derbel, pour les exercices suivant 2008, 2009 et 2010."
SP_0cc05bf7b22e50aca7c8,2007-10-01,onset,EV_0d8cf662a419a5a2f4ba,"- rectification et éclaircissement de l'assemblée générale constitutive du 30 août 2007, enregistré à la recette des actes de sociétés de Sfax, le 7 septembre 2007, sous le n° 071003126, quittance n° "
SP_cc1efd9cb116b6dbaa5a,2007-04-04,onset,EV_e068bc11f55c29cbe1f9,Gérant : Mr Mohamed B. Moncef Mzabi.
SP_705f93b1ba6775d226b9,2008-01-07,onset,EV_1c50bf1e37c97fda6b29,Gérance : Madame Amel Bochra Mabrouk est désignée gérante de la société avec les pleins pouvoirs pour une durée indéterminée.
SP_31fa8f9ad95e98d8e6da,2007-08-11,onset,EV_4cf9cbd7d06eec4288b1,Gérance : Mr Rabbaoui Mahmoud est nommé gérant de la société avec les pouvoirs les plus étendus.
SP_c7f85d7e1f01d4b45305,2006-02-01,renewal,EV_454ffe9cec88758be426,"- le renouvellement du mandat de Mr Yadh Elloumi en tant que commissaire aux comptes de la C.H.C.V pour les exercices 2006, 2007 et 2008."
SP_d4e3c025d2970fb984d8,2007-10-25,onset,EV_1af0b95d9a6815005a76,- Nomination de Mr Karim Ben Sedrine gérant de la société.
SP_931c2d045ef3fd4b14a0,2008-01-11,onset,EV_de860223d8ae7670c70b,- Mr Hatem Hassani est nommé gérant de la société au lieu de Mr Mohamed Slama.
SP_08970deb411a662a18c8,2007-12-28,onset,EV_32403e4edb9e722d1e97,"- nomination en qualité d'administrateurs, pour une durée de trois exercices 2008, 2009 et 2010, Messieurs : Abdessalem Ben Ayed, Rafik Ben Ayed et Olivier Bouyssonie,"
SP_63671c654cd919ad427f,2007-12-28,onset,EV_9b0160218477c476fc9d,Monsieur Abdessalem Ben Ayed en qualité de président directeur général pour la durée de son mandat d'administrateur avec les pouvoirs nécessaires pour la direction de la société.
SP_274f2e083fe28d987ad8,2007-12-17,onset,EV_1c26c05f08a636456a43,Gérance : Monsieur Younes Jebri est nommé gérant de la société.
SP_f87288262272fe872d18,2007-12-27,onset,EV_ad4e5c4cd21c6c761f01,Gérance : Monsieur Mounir Hammami est nommé gérant de la société.
SP_4f079baa442b6f3420de,2007-12-31,onset,EV_68d07486ef2c6c1577fe,Gérance : Monsieur Lotfi Ben Bechir Brahem est nommé gérant de la société avec les pouvoirs les plus étendus.
SP_709d6ebf477454cf16ab,2008-01-11,renewal,EV_8d3dc11a7096ab43e781,- décidé à l'unanimité le renouvellement du mandat de Monsieur Mohamed Néjib Essafi en qualité de directeur général de l'International Sicar pour une durée de trois ans.
SP_709d6ebf477454cf16ab,2011-11-29,confirmation,EV_6e8beed521dd9ba0aa2d,Le renouvellement de la nomination de M. Néjib Essafi en tant que Directeur Général de la société International Sicar pour une nouvelle période de 3 ans.
SP_f5de22a4a5c584304b7e,2007-12-17,onset,EV_604d24833a935845694d,"- La nomination de Monsieur Ali Slama, Madame Faouzia Slama, Monsieur Ghassen Slama, Mr Chihebeddine Slama et la société A.T.D SICAR en qualité d'administrateurs pour les exercices 2007, 2008 et 2009."
SP_f5de22a4a5c584304b7e,2010-09-30,confirmation,EV_3b17ab3cebf0509f0299,"- La nomination de Monsieur Ali Slama, Madame Faouzia Slama et M. Chihebeddine Slama en qualité d'administrateurs pour les exercices 2010, 2011 et 2012."
SP_822254c4bd97aa71a121,2007-12-17,onset,EV_9a6df77a0bcf19db49f5,"- La nomination de Monsieur Ali Slama, Madame Faouzia Slama, Monsieur Ghassen Slama, Mr Chihebeddine Slama et la société A.T.D SICAR en qualité d'administrateurs pour les exercices 2007, 2008 et 2009."
SP_822254c4bd97aa71a121,2010-09-30,confirmation,EV_69747f064297ff6624c1,"- La nomination de Monsieur Ali Slama, Madame Faouzia Slama et M. Chihebeddine Slama en qualité d'administrateurs pour les exercices 2010, 2011 et 2012."
SP_47efdada3699a4906130,2007-12-17,onset,EV_305b44512374fecd8bdd,"- La nomination de Monsieur Ali Slama, Madame Faouzia Slama, Monsieur Ghassen Slama, Mr Chihebeddine Slama et la société A.T.D SICAR en qualité d'administrateurs pour les exercices 2007, 2008 et 2009."
SP_6ffe683f292976934d40,2007-12-17,onset,EV_8a5ae5666ae78c917e39,"- La nomination de Monsieur Ali Slama, Madame Faouzia Slama, Monsieur Ghassen Slama, Mr Chihebeddine Slama et la société A.T.D SICAR en qualité d'administrateurs pour les exercices 2007, 2008 et 2009."
SP_6ffe683f292976934d40,2010-09-30,confirmation,EV_002f3d1e227c2a05ccab,"- La nomination de Monsieur Ali Slama, Madame Faouzia Slama et M. Chihebeddine Slama en qualité d'administrateurs pour les exercices 2010, 2011 et 2012."
SP_a5314bde48f17be55ac7,2007-12-17,renewal,EV_a242d27bcebab270557b,"- Le renouvellement du mandat du Monsieur Ali Slama, en qualité de Président du Conseil d'Administration et ce, pour la durée de son mandat d'administrateur."
SP_a5314bde48f17be55ac7,2010-09-30,renewal,EV_b5b9d91605152f6a6de0,"- Le renouvellement du mandat de Monsieur Ali Slama, en qualité de président du conseil d'administration et ce, pour la durée de son mandat d'administrateur."
SP_3218a05f5b66ad7f9bdf,2007-12-17,renewal,EV_a2ab5e8fa8677314899c,"- Le renouvellement du mandat du Madame Faouzia Slama, en qualité de Directeur Général et ce pour la durée de son mandat d'administrateur."
SP_3218a05f5b66ad7f9bdf,2010-09-30,renewal,EV_2e4dde20d4395f545a35,"- Le renouvellement du mandat de Madame Faouzia Slama, en qualité de directeur général et ce, pour la durée de son mandat d'administrateur."
SP_aabf4469c05e5cdfe5d6,2007-12-17,renewal,EV_e2e1ec6edc77bc3ec996,"- Le renouvellement du mandat du Monsieur Ghassen Slama, en qualité de Directeur Général adjoint et ce, pour la durée de son mandat d'administrateur."
SP_c724ff28ef14aeca9999,2007-06-09,renewal,EV_7c0a08b0f85f1101ff04,"- La renouvellement du mandat de Monsieur Chokri Ben Tenfous, Monsieur Mohamed Néjib Ben Tenfous, M. Chawki Ben Tenfous et Madame Néjiba Ben Tenfous en qualité d'administrateurs pour les exercices 200"
SP_14e1f57e4ec3da121522,2007-06-09,renewal,EV_0e2a93ecf65b80cabeb3,"- La renouvellement du mandat de Monsieur Chokri Ben Tenfous, Monsieur Mohamed Néjib Ben Tenfous, M. Chawki Ben Tenfous et Madame Néjiba Ben Tenfous en qualité d'administrateurs pour les exercices 200"
SP_14e1f57e4ec3da121522,2007-06-09,renewal,EV_a2169f865767b6eb21d7,"- La renouvellement du mandat de Monsieur Chokri Ben Tenfous, Monsieur Mohamed Néjib Ben Tenfous, M. Chawki Ben Tenfous et Madame Néjiba Ben Tenfous en qualité d'administrateurs pour les exercices 200"
SP_a9ea51474ccbf09035e5,2007-06-09,renewal,EV_bf1a1629f08e4f3bc3f0,"- La renouvellement du mandat de Monsieur Chokri Ben Tenfous, Monsieur Mohamed Néjib Ben Tenfous, M. Chawki Ben Tenfous et Madame Néjiba Ben Tenfous en qualité d'administrateurs pour les exercices 200"
SP_d98dd47e98f4c72cb475,2007-06-09,renewal,EV_40766b3422c19a3f69c5,"2- Par procès-verbal de la réunion du conseil d'administration en date du 9 juin 2007, enregistré à la recette des finances d'enregistrement des actes de sociétés 1er bureau - Tunis en date du 31 déce"
SP_01a3130a329b8973aa37,2007-08-04,onset,EV_5c362953e08225aaf991,"- a nommé en qualité de commissaire aux comptes pour une durée de trois ans, Mr Tijani Chaâbane."
SP_d02a48bc28cdc9b2ec0f,2007-11-10,onset,EV_62cf7cdd53b6d072ed6e,"Gérance : Mme Saida Bessrour est nommée gérante de la société avec les pouvoirs les plus étendus, et Mr Sami Ben Sedrine est nommée co-gérant."
SP_a93549fe84308600ca04,2008-01-12,onset,EV_52312968e860ee4bc5c0,Gérance : Monsieur Yasser Hammami est nommé gérant de la société avec tous les pouvoirs prévus par la loi.
SP_606914394c6e4130033b,2007-12-10,onset,EV_02120f78753da3f918da,"Il appert du P.V de l'assemblée générale ordinaire daté du 10 décembre 2007, enregistré à la recette des finances Chihia le 25 décembre 2007 sous le n° 07700650, quittance n° M021730, dont deux exempl"
SP_10dcff16c780758d786a,2007-11-25,onset,EV_a64b67a0b2a1ab1d0f93,"- Monsieur Ahmed Abdelkéfi a été nommé président du conseil d'administration,"
SP_b53952e5e784797753ae,2007-11-25,onset,EV_48d164b0489132bbc67d,- Monsieur Mohamed Aziz Mebarek a été nommé directeur général pour une durée de trois ans.
SP_41a08182f5e90fecdb16,2007-12-10,onset,EV_34e9464b2474ab2b0edb,Gérance : Mr Jabri Imed est désigné gérant avec les pouvoirs les plus étendus.
SP_a883fd797b2855c18ff0,2008-01-03,onset,EV_3cdc30a4b84fa8953ce2,Gérance : Monsieur Mohamed Nasr est nommé gérant de la société pour toute sa durée avec les pouvoirs les plus étendus.
SP_7a41f5ca45e40e6bcec1,2007-12-03,onset,EV_9e717ba719a5fd510ab7,Gérace : Monsieur Mourad Alamdouni Almoussi est nommé gérant de la société pour toute sa durée avec tous les pouvoirs les plus étendus.
SP_fa9751d15e9bbac1633f,2008-01-04,onset,EV_0b18201dcb88108df5be,"Suite au procès-verbal du 4 janvier 2008, enregistré à la recette des finances à la Mornaguia le 14 janvier 2008 sous le n° 08700041, quittance n° M002016, dont deux exemplaires ont été déposés au gre"
SP_3399a6516a4336bfb32f,2008-01-18,onset,EV_00a4130a2f95a596d206,Gérance : M. Youssef Foughali - commissaire aux comptes : M. Hassen Dridi.
SP_f47b7c338b9502d8ab98,2007-12-18,onset,EV_fb356ee5f707ce2d2891,Gérance : Monsieur Mohamed Triki est nommé gérant de la société avec tous les pouvoirs énoncés aux statuts.
SP_224c25149a6de32af7d1,2007-12-13,onset,EV_b3e2ba5b35bcda186bf4,Gérance : Monsieur Khaled Ben Hariz est nommé gérant de la société avec les pouvoirs les plus étendus.
SP_72a278ade065e5c9a34f,2007-07-04,onset,EV_9f7e184507a7be0482ed,"Suivant procès-verbaux des assemblées générales ordinaire et extraordinaire du 4 juillet 2007, enregistré respectivement à la recette des finances d'Akouda le 8 septembre 2007, sous le n° 07701076 et "
SP_4447632ae6c0b6b04380,2007-11-01,onset,EV_4d5787d5983b24fe7936,"Monsieur Amor Kouki Bahri, la SODINO : représentée par Monsieur Ridha Mrabet, la SICAR INVEST, représentée par Madame Essia Zar, la TSPP, représentée par Monsieur Amor Alaya, SODEZ représentée par Mon"
SP_f3eeddbee3da7d9b642d,2007-07-11,onset,EV_bc69eea6116919b62e82,Gérance: Monsieur Nigro Cosimo Francesco est nommé gérant statutaire avec les pouvoirs les plus étendus et pour une durée illimitée.
SP_712402841115f8ba380b,2008-01-08,onset,EV_6fee1ac4836de90d87fb,Gérance : Mr Najib Zouari est nommé gérant.
SP_58b28d5133d0b27bf09d,2007-10-04,onset,EV_47a71abf0c171a1b0925,Gérance : Nomination de Monsieur Abid Nouri gérant de la société pouvoirs les plus étendus.
SP_3fc326b268ab903cf952,2007-10-04,onset,EV_6fb98f9c90b6e752eaaa,Gérance : La société est administrée par Monsieur Moez Trabelsi comme gérant statutaire de la société et il dispose des pouvoirs les plus étendus.
SP_18c3c3e83a41e7a2375b,2008-01-03,onset,EV_8bd6c316cc00b00aeae9,"a décidé de désigner comme membres du conseil d'administration, pour la durée prévue par l'article 16 des statuts, c'est-à-dire pour une durée de trois ans : Monsieur Fethi Mokhtar, Madame Insaf Mokht"
SP_902b1c6fe958be028a3b,2008-01-03,onset,EV_5ec90fec6b137b498f2f,"a décidé de désigner comme membres du conseil d'administration, pour la durée prévue par l'article 16 des statuts, c'est-à-dire pour une durée de trois ans : Monsieur Fethi Mokhtar, Madame Insaf Mokht"
SP_9722b86f52c11f676d5b,2008-01-03,onset,EV_008f4e5d479860ee8ce0,"a décidé de désigner comme membres du conseil d'administration, pour la durée prévue par l'article 16 des statuts, c'est-à-dire pour une durée de trois ans : Monsieur Fethi Mokhtar, Madame Insaf Mokht"
SP_8184cd20d03f78b89faa,2007-12-10,onset,EV_2c66d1d1115570b18ffc,"instance de Sfax, le 5 janvier 2008, sous le n° D81191597, il a été décidé la nomination de Mr Mounir Kamoun en tant que gérant de la Société SOKAPO sise à la zone industrielle Oued Chaâbouni ainsi qu"
SP_6065f3d82a49b1de6e6c,2007-12-11,onset,EV_b183231695c522dbc8ab,"Selon procès-verbal du conseil d'administration en date du 16 janvier 2008, enregistré à la recette de l'enregistrement des actes de sociétés 1er Bureau de Tunis en date du 21 janvier 2008, quittance "
SP_b26c89ac891588bb4815,2008-01-08,onset,EV_86afd43c1220575eb2d5,"Gérance : Monsieur Franck, Aldo Renda, est nommé gérant de la société avec les pleins pouvoirs."
SP_63abc7873e63391f38d0,2008-01-24,onset,EV_cb1ddb865650932cc48b,"Aux termes du procès-verbal de l'AGE tenue, le 17 janvier 2008, enregistré à la recette de l'enregistrement des actes de sociétés à Sfax, le 21 janvier 2008 sous le n° 08800293, quittance M000300, dép"
SP_0b832f632a18e7c187c8,2008-01-04,terminus,EV_187e313fe128356ea6af,- Gérance : Monsieur Mnif Mohamed Najib gérant de la société en remplacement de Mme Mnif Ibtissem démissionnaire.
SP_36ac8c3adf1c1d5402f5,2008-01-21,onset,EV_464ebfae43ad214dadf6,- Gérance : Monsieur Rafik Bouchamaoui est nommé gérant de la société avec tous les pouvoirs énoncés aux statuts.
SP_df483b6febdda90261a5,2007-01-24,onset,EV_53f1666ededb14ef393a,Gérant : Mr Hamimed Hachmi avec les pouvoirs les plus étendus.
SP_8b46acf97daf932ab7a5,2008-01-24,onset,EV_b525611901a454292eae,Gérant : Mr Hamimed Hachmi avec les pouvoirs les plus étendus.
SP_fedb0610507d45dde462,2008-01-29,terminus,EV_22d44e3c4b445b123364,"- La Démission de Monsieur Dario Filippini de la gérance,"
SP_abfc5b0311aed56a5478,2008-01-29,onset,EV_d96b05cd512227c96a41,- La nomination de Messieurs Carlo Matallo et Vitantonio Colucci en tant que co-gérants.
SP_cb06b6246c4246ff373a,2007-03-07,onset,EV_6cd0cad4e23255021730,- Les actionnaires ont nommé Monsieur Faical Derbal en qualité de commissaire aux comptes pour une durée de trois (3) années expirant à l'occasion de l'assemblée générale ordinaire de la société appel
SP_5ae0353d9a0791e28772,2007-11-28,onset,EV_dd7ecb176030cfdb50bc,PDG : Mr Amor Ben Salah Hellara a été désigné en qualité de président directeur général pour la durée de ses fonctions en tant qu'administrateur.
SP_6b6eec6a14c818e85efa,2007-10-05,onset,EV_c475ec32654a6ceb6eea,Gérant : Mr Youssef Sassi est désigné respectivement en qualité de gérant de la société pour une durée indéterminée avec les pouvoirs les plus étendus.
SP_e5992212f21bc3fe5751,2007-10-05,onset,EV_29c209395166daa81df8,Gérant associé unique : Mr Brahem Jamel.
SP_1c07a2ed3d9490d52dc8,2008-01-30,onset,EV_7167c08a7fadc0c462e8,"1) La nomination de Mr Soltan Kilani Abou Chouachi président de conseil d'administration, et Mr. Abd Elaziz Benlhiba directeur général."
SP_d8f967412dd1d1e80d2a,2008-01-30,onset,EV_da73b81efe11e07dd9e0,"1) La nomination de Mr Soltan Kilani Abou Chouachi président de conseil d'administration, et Mr. Abd Elaziz Benlhiba directeur général."
SP_d096ece863bd5007201e,2007-12-11,terminus,EV_917f2e97a77cff7d6972,6- Acceptation de la démission de la gérante Madame Sabiha El Azzabi de ses fonctions de gérante de la société.
SP_cc60ee89364bf45dd965,2007-12-11,onset,EV_c66e4aa66b8c9ba44754,7- La Nomination de Monsieur Dante CARIBON en qualité de nouveau gérant de la société pour une durée de trois ans avec les pouvoirs les plus étendus.
SP_f162433e6f27b76aa793,2008-02-04,onset,EV_da2769fcb8801750bc27,"Selon PV du premier conseil d'administration enregistré à la recette des finances de Tataouine, en date du 4 février 2008, sous le numéro 0880209, quittance n° M007350, le conseil d'administration a n"
SP_6e4d29bec96d8f37f931,2007-12-25,onset,EV_687607d91058e08a704e,"Gérance : Mr Mustapha Hamrouni est nommé gérant de la société, avec les pleins pouvoirs."
SP_89694168cdb6a7e03076,2008-01-28,onset,EV_d8e78c68a23ba5d92c5b,Gérance : Mr Hédi Sassi gérant et Mr Meher Bouhaoual co-gérant avec les pouvoirs les plus étendus.
SP_844fd7adf124b6e978ee,2008-01-22,onset,EV_08e79c95519403bae73c,Gérance : Monsieur Chaabane Adel nommé gérant pour une période indéterminée avec tous les pouvoirs énoncés au statut les plus étendus.
SP_b7f420c09df29bf20556,2007-10-31,onset,EV_bf2423ead508e24a4e87,- Nomination de Mr Skander Hochlaf président directeur général pour la durée de son mandat d'administrateur.
SP_2e5eea5aaee1811b98bc,2006-05-30,onset,EV_8769c24711b18cd3f57e,"Suivant le procès-verbal du conseil d'administration de la Société Gibraltar - SA, réuni en date du 30 mai 2006, enregistré à la recette des actes de sociétés, 1er bureau, le 18 janvier 2008, sous la "
SP_684d8cd215178a305c28,2008-02-07,terminus,EV_14127277409ca2b1d974,"Suivant AGE du 1er février 2008, enregistré à la recette des finances de Grombalia le 5 février 2008, sous n° 7286/08700357 dont 2 exemplaires ont été déposés au greffe du tribunal de 1ère instance de"
SP_928bc5df4caa71151384,2008-02-13,onset,EV_a386ec69e341ee87f99d,Gérance : Monsieur Mohamed Kooli est nommé gérant de la société avec les pouvoirs les plus étendus.
SP_f02e29cdd531acc0b093,2008-02-19,onset,EV_c768e2deead7f6699505,Gérant : M Mohamed Ali Slama et Mme Sonia Toumi.
SP_59f83b8d543af723e0c4,2008-01-03,onset,EV_f969b60e1731b6bcab7c,"Gérance : Mr Bilel Kamoun est nommé gérant de la société, avec les pouvoirs les plus étendus."
SP_f517da06cc720b40cb87,2007-10-24,onset,EV_04eba0f56c648ee60278,Gérance : Mr. Kilani Rajeh gérant de la société avec plein pouvoir.
SP_c31ed7568f87d3565419,2007-10-15,onset,EV_09bca14f82a5e1f96cf0,Gérance : Monsieur Mohamed Kalai est nommé gérant de la société avec les pouvoirs les plus étendus.
SP_ce6d2bc851a6fe22a6c0,2008-02-01,onset,EV_59e368b82fe0ea94ad19,Gérance : Mr. Farah Chaabane &amp; Mr. Nabil Chaabane sont désignés co-gérants de la Société avec les pouvoirs les plus étendus.
SP_77b4ffb780e5b9dc00f8,2008-02-01,onset,EV_5054215831375cb944a3,Gérance : Mr. Farah Chaabane &amp; Mr. Nabil Chaabane sont désignés co-gérants de la Société avec les pouvoirs les plus étendus.
SP_d6f637651040ecfbe386,2008-01-10,onset,EV_99026e9d9bede60d2fb2,Gérance : Mr Jamel Ben Salah Braham a été nommé gérant avec les pouvoirs les plus étendus.
SP_11a68a9d5d09b5c9c000,2007-09-17,onset,EV_5f4d5328307714aa4e06,- La nomination de Mr Imed Kalai comme nouvel administrateur.
SP_11a68a9d5d09b5c9c000,2007-09-17,renewal,EV_cdea5e1f154436b8ffcd,- Renouvellement du mandat de tous les administrateurs pour une période de 3 ans à l'exception de la société les Ateliers Mécaniques de Grombalia qui a été remplacé par Mr Imed Kalai.
SP_957302cb0c629cc3a36b,2007-09-17,onset,EV_b04b57637de49749bd7c,- Le renouvellement de la nomination de Mr Ameur Kalai aux fonctions de président directeur général pour la durée de son mandat d'administrateur.
SP_c57650cf72d7cfe327df,2007-12-07,renewal,EV_2b32eed3c0e9120a4d0a,- Renouvellement du mandat du président directeur général à savoir Monsieur Mohamed Meddeb avec les pouvoirs les plus étendus pour une période de trois ans finissant avec la tenue de l'assemblée génér
SP_53ccf07a8c150f0738d0,2006-09-13,terminus,EV_fff715da82ea568f29ee,- L'acceptation de la démission de Monsieur Sami Hachicha et celle de Monsieur Mahdi Khouaja de leurs postes d'administrateurs.
SP_f50dd1837b4299cef2c4,2008-01-17,terminus,EV_97f6f51699bbc4754aec,"En vertu du P.V du 17 janvier 2008, enregistré à la RF de Gabès le 29 janvier 2008 sous le n° 8700337, les actionnaires de la société ont décidé de rappeler du P.V du 13 mai 2006, enregistré à la RF d"
SP_cfda4e8f31f9657e7519,2008-01-17,terminus,EV_cf549ec8712b0f2340dd,"En vertu du P.V du 17 janvier 2008, enregistré à la RF de Gabès le 29 janvier 2008 sous le n° 8700337, les actionnaires de la société ont décidé de rappeler du P.V du 13 mai 2006, enregistré à la RF d"
