edge_id,layer,relation,from_id,from_name,from_fr,from_ijmes,to_id,to_name,to_fr,to_ijmes,to_kind,subjects_studied,year,year_lo,year_hi,date_precision,evidence_tier,extractor,pattern_id,confidence,entry_uid,evidence_quote
ED_b9a93e2ed37a243170c4,kinship,child_of,PERSON_AHMD_ABYBAS,أبو العباس أحمد,Abou El Abbas Ahmed,Abu al-Abbas Ahmad,PERSON_DAY_THMAN,عثمان داي,Othman Dey,Uthman Day,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.01,وبإعانة ابنه أبى العباس أحمد المشارك له
ED_0dada87ea3bef7d9d2a6,kinship,child_of,PERSON_AWL_AHMD,أحمد باي الأول,Ahmed Bey El Aouel,Ahmad Bay al-Awwal,PERSON_MSTFY,مصطفى باي,Mustapha Agha,Mustafa Agha,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.05,"خلفاً لوالده
مصطفى باي، قرّر إحداث جيش منظم"
ED_e6422c0fd5999d788ce7,kinship,child_of,PERSON_BNASHWR_MHMD_FADL,محمد الفاضل بن عاشور,Mohamed Fadhel Ben Achour,Muhammad al-Fadil Ibn Ashur,PERSON_BNASHWR_TAHR,الطاهر بن عاشور,Tahar Ben Achour,al-Tahir Ibn Ashur,person,,,,,none,book_stated,rule,KIN01,0.75,aalam:3.10,الذي وجد في شخص والده العلامة الشيخ الطاهر بن عاشور
ED_e6422c0fd5999d788ce7,kinship,child_of,PERSON_BNASHWR_MHMD_FADL,محمد الفاضل بن عاشور,Mohamed Fadhel Ben Achour,Muhammad al-Fadil Ibn Ashur,PERSON_BNASHWR_TAHR,الطاهر بن عاشور,Tahar Ben Achour,al-Tahir Ibn Ashur,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.10,وجد في شخص والده العلامة الشيخ الطاهر بن عاشور
ED_469792fa750fd72d333f,kinship,kin_of,PERSON_BNASHWR_MHMD_FADL,محمد الفاضل بن عاشور,Mohamed Fadhel Ben Achour,Muhammad al-Fadil Ibn Ashur,PERSON_BWTWR_MHMD_ZYZ,محمد العزيز بوعتور,Mohamed Aziz Bouattour,Muhammad al-Aziz Buattur,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.10,بأن روح جد والده للأم. الوزير الأكبر السابق الشيخ محمد العزيز بوعتور
ED_612596c2c3965caf77e4,kinship,kin_of,PERSON_BNASHWR_TAHR,الطاهر بن عاشور,Tahar Ben Achour,al-Tahir Ibn Ashur,PERSON_BWTWR_MHMD_ZYZ,محمد العزيز بوعتور,Mohamed Aziz Bouattour,Muhammad al-Aziz Buattur,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.10,روح جد والده للأم. الوزير الأكبر السابق الشيخ محمد العزيز بوعتور
ED_e5853e78102616052697,kinship,married_to,PERSON_BNKHLYFH_HRM_SALH,حرم صالح بن خليفة,Mme Salah Ben Khalifa,the wife of Salih Ibn Khalifa,PERSON_BNKHLYFH_SALH,صالح بن خليفة,Salah Ben Khelifa,Salih Ibn Khalifa,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.06,والسيدة حرم صالح بن خليفة؛
ED_2b83146c76198c8f8f3c,kinship,child_of,PERSON_BNKHLYFH_HRM_SALH,حرم صالح بن خليفة,Mme Salah Ben Khalifa,the wife of Salih Ibn Khalifa,PERSON_BWHAJB_LY,علي بوحاجب,Ali Bou Hajeb,Ali Bu Hajib,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.06,وابنيه خالد والسيدة حرم صالح بن خليفة؛ اللذين يعتبران
ED_1f412c6263bd5fe1a756,kinship,child_of,PERSON_BNKHWJH_BSHYR,البشير بن الخوجة,Bechir Ben Khoja,al-Bashir Ibn al-Khuja,PERSON_BNKHWJH_SHYKH_ASLAM_MHMD,شيخ الإسلام محمد بن الخوجة,Cheikh El Islam Mohamed Ben El Khodja,Shaykh al-Islam Muhammad Ibn al-Khuja,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.10,"أصغر أبنا،
شيخ الإسلام محمد بن الخوجة الخالد الذكر"
ED_bd331cc9ca328b808457,kinship,child_of,PERSON_BNKHWJH_MHMD,محمد بن الخوجة,Mohamed Ben Khoja,Muhammad Ibn al-Khuja,PERSON_BNKHWJH_BSHYR,البشير بن الخوجة,Bechir Ben Khoja,al-Bashir Ibn al-Khuja,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.10,وهو رابع أبنا، الشيخ البشير بن الخوجة
