from_node_id,to_node_id,role_canonical,layer,certainty,spell_id
PERSON_MZAH_LASAAD,CO_SMVDA_RAOUDHA,representant,corporate,certain,SP_1ef2c5c1d9ef8a286be0
PERSON_MZAH_LASAAD,CO_SMVDA_RAOUDHA,pdg,corporate,certain,SP_ff3be79b0e40cec0efec
PERSON_ROBERT_JEAN_LUC_PHILIPE,CO_AIR_LIQUIDE_TUNISIE,dg,corporate,certain,SP_994aed035a94c3226556
PERSON_ROBERT_JEAN_LUC_PHILIPE,CO_AIR_LIQUIDE_TUNISIE_SERVICES,dg,corporate,certain,SP_5a713e5dfe9a1c6a5a00
PERSON_HAMAMI_MOHAMED,CO_PROGRES_INDUSTRIEL,gerant,corporate,certain,SP_23dea1cde43f86403a8e
PERSON_BOUJBEL_INES,CO_DEYMA,gerant,corporate,certain,SP_9d62beef2340c810bd79
PERSON_HAFOUDHI_SLAHEDINE,CO_FONDATION,dg,corporate,probable,SP_2f86503c0187547abf14
PERSON_BEYRAKDAR_HATEM,CO_TECHNOGAS,pdg,corporate,certain,SP_08391739732a4d7a759f
PERSON_KILANI_KAIS,CO_TUNISIE_EVIERS_CUCCINA,commissaire_aux_comptes,corporate,certain,SP_4a59fc539c24aca2ab8b
PERSON_KILANI_KAIS,CO_TUNISIE_EVIERS_CUCCINA,pdg,corporate,certain,SP_2b3caf9ebb20ab356b13
PERSON_SASI_AHMED,CO_PYRAMIDES_PARFUMS,gerant,corporate,certain,SP_07ab876e04075ef94067
PERSON_MHIRI_SAMI,CO_TOURISTIQUE_EL_MOURADI,gerant,corporate,certain,SP_0d87e1c51e26201c68f2
PERSON_GHORBEL_SLIM,CO_AFRICA_ELECTRIQUE,unspecified,corporate,certain,SP_d39928c614d8f732a4b1
PERSON_GHORBEL_SLIM,CO_MOHAMED_GHORBEL,unspecified,corporate,certain,SP_de857cb56bfc7600e196
PERSON_JELOULI_NOUREDINE,CO_CEPTUNES,president_ca,corporate,certain,SP_f85f5645f40971d73844
PERSON_CHAOUECH_HEDI,CO_GABRIELLE_NAUTIQUE,gerant,corporate,certain,SP_0d0edd983d8eb684da91
PERSON_DERBEL_FAYCEL,CO_AGRICOLE_TESTOUR,commissaire_aux_comptes,corporate,certain,SP_2d9ce043d7dc38fcd29b
PERSON_SASI_KHALED,CO_ELECTRONIQUE_INDUSTRIEL_TELECOM_SERVICES,gerant,corporate,certain,SP_3d36b47d8262e3201295
PERSON_BENKHALIFA_SAID,CO_NOS_ENFANTS,gerant,corporate,certain,SP_edd37fac0d1094deaed9
PERSON_NIEF_GILES,CO_NP_TUNISIA,gerant,corporate,certain,SP_2e931a314711081dab5e
PERSON_BENAOUN_ALI,CO_AMEN_CONFORT_BRIMA,commissaire_aux_comptes,corporate,certain,SP_6f41009ee4329e15ba6f
PERSON_MAHMOUDI_HOUDA,CO_ERRAHMA_DEXPLOITATION_AGRICOLE,gerant,corporate,certain,SP_b255745effc94594ec77
PERSON_AMDOUNI_MOURAD,CO_SCEMAF,commissaire_aux_comptes,corporate,certain,SP_46ddac1fa7164e6b26a4
PERSON_BAYAHI_TAHER,CO_ISICOM,gerant,corporate,certain,SP_e3545ab9af5085a7f18b
PERSON_ABDELKEFI_MOHAMED,CO_CIVILE_IMMOBILIERE_ROMAIN_VILLA,gerant,corporate,certain,SP_36157ca9d34a364d6100
PERSON_DKHILI_BELGACEM,CO_TUNISIENNE_BOISSONS_CENTRE_STBC,president_ca,corporate,certain,SP_81c57f1eb9126ed39640
PERSON_DKHILI_BELGACEM,CO_TUNISIENNE_BOISSONS_CENTRE_STBC,representant,corporate,certain,SP_af99a554d0cb0f5df632
PERSON_KHEMAKHEM_MONCEF,CO_TUNISIENNE_INDUSTRIES_NAUTIQUES,pdg,corporate,certain,SP_3d3ce240c16492326d41
PERSON_CHAIEB_MOEZ,CO_CHAIEB_MARBRE,dga,corporate,certain,SP_b5d01ae56b32ffc8ede8
PERSON_TRABELSI_MOHAMED,CO_PROMOTION_RESEAUX_DISTRIBUTION,gerant,corporate,certain,SP_dba923f584cbfa472baf
PERSON_CHAIEB_ZOUBEIR,CO_GLOBAL_TELECOM,president_ca,corporate,certain,SP_63cc00dd88122e574eca
PERSON_LOUKIL_MOEZ,CO_SOTEFI,dg,corporate,certain,SP_ac0f866607e6522862cc
PERSON_KAMOUN_MONCEF,CO_TEKNIKA,gerant,corporate,certain,SP_e76fb2c8baa2ec9b45af
PERSON_DJILANI_HEDI,CO_CRJ_CONSTRUCTION,pdg,corporate,certain,SP_ba5ef6912a4f6bee9768
PERSON_BENMESAOUED_MONGI,CO_NOVASTORE_PRINT,gerant,corporate,certain,SP_82c2b5e8a34e6ea23e15
PERSON_SAIDANE_MOHAMED,CO_SAIDANE_TEINTURERIE_TISSAGE_SOSTISS,cogerant,corporate,probable,SP_ded6cd48b4c5ffc98a15
PERSON_BENCHAABANE_NAAMA_ELOUMI,CO_ELLOUMI,association_president,corporate,certain,SP_9e64243c309d2ec20434
PERSON_BELHIBA_ABDELAZIZ,CO_TETHYS_PETROLEUM_COMPANY,pdg,corporate,certain,SP_9c11b22bb55a48bf9acf
PERSON_JARAYA_SOFIEN,CO_SOFPINCE,gerant,corporate,certain,SP_afc4a1f7741ff1d1f098
PERSON_MHIRI_MOURAD,ORGMENTION_EL MOURADI SKANES BEACH 2003,pdg,corporate,certain,SP_b64b0e73704a4cd3cf10
PERSON_MOALA_TAHA,CO_CONFECTION_MODERNE_EL_AMRA_CMA,gerant,corporate,certain,SP_fe01c9cc270a1482ec8e
PERSON_MARNONI_MARIO,CO_BELLA_ITALIA_TUNISIA,gerant,corporate,certain,SP_ad39ee7256d0b9401cf6
PERSON_BENSAID_ABDELJELIL,CO_INOV,gerant,corporate,certain,SP_b152992087e5580e1b8b
PERSON_DERBEL_FAYCEL,CO_AURES,commissaire_aux_comptes,corporate,certain,SP_52ad52b3a3d5c0ca71d0
PERSON_DERBEL_FAYCEL,CO_EXPEL_CALL_CENTER,commissaire_aux_comptes,corporate,certain,SP_b34bf9cc510f3d6b3339
PERSON_TRIKI_MOHAMED_RADHOUANE,CO_MICROLUX,pdg,corporate,certain,SP_dc2f8277ef92a4d9f11f
PERSON_TRIKI_MOHAMED_SADOK,CO_MICROLUX,dga,corporate,certain,SP_8608a53609d6411a3397
PERSON_AMAR_MOHAMED,CO_MASTER_SERVICES_AND_ASSISTANCE,gerant,corporate,certain,SP_4ce6331d63a82c283201
PERSON_BOURICHA_RADHIA,CO_AFRICA_MODE,pdg,corporate,certain,SP_871b52a14224a4c82348
PERSON_TROJETE_NEJIB,CO_LUSTRERIE_MODERNE,dg,corporate,certain,SP_db883295ac59b89eb090
PERSON_SELAMI_JALEL,CO_DRINKS_AND_FOOD,commissaire_aux_comptes,corporate,certain,SP_41ccb1924b9cacc76b5b
PERSON_ABDENADHER_HABIB,CO_ABDENNADHER_DESIGN,gerant,corporate,certain,SP_2079c006efe1b39b10af
